year,month,temperature_max_abs,temperature_max_avg,temperature_avg,temperature_min_avg,temperature_min_abs,rel_humidity,total_rain,wind_dir,wind_speed,ovitrap_idx
2017,8,36.4,32.15,28.75,26.4,23.6,84.5,160.25,215,14.4,4.515384615
2017,9,35,32.6,28.8,26.45,24.2,81,160.25,170,12.75,5.223076923
2017,10,34.7,29.65,26.05,23.6,18.1,71.5,74,90,17.75,1.346153846
2017,11,30.9,24.75,21.5,19.35,14.3,74.5,14.75,225,14.05,0.638461538
2017,12,25.4,21.5,17.8,15.25,8.2,63.5,0,225,14.95,0
2018,1,24.5,18.95,15.8,13.45,6.4,75.5,61.5,85,15.3,0
2018,2,26.9,19.2,15.6,13.05,5,76.5,7.75,225,11.9,0
2018,3,30.2,24.65,20.5,17.75,9.2,78,21,100,13.2,0.138461538
2018,4,32.4,27.05,23.2,20.65,14.5,88,49.25,125,12.2,0.914285714
2018,5,36.4,32.35,28.1,25.4,22.1,79,52,210,13.55,10
2018,6,36.3,31.55,28.2,25.95,23.8,82.5,468,170,15.95,9.414285714
2018,7,34.7,31.75,28.55,26.35,24.1,83.5,195.75,100,16.65,14.15625
2018,8,34.5,30.9,27.95,25.9,23.9,88,521,175,13,6.31875
2018,9,35.9,31.45,27.65,25.1,22.7,82.5,229.5,90,13.4,3.73125
2018,10,32.7,29.15,24.8,22.3,19.2,73,49.25,110,13.85,1.23125
2018,11,30.1,26,22.6,20.6,16.2,77.5,55,90,14.4,0.88125
2018,12,28.7,21.95,18.75,16.6,9.5,78.5,12.75,190,13.4,0.00625
